club_id,name,pretty_name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
1075,sc-braga,Sc Braga,PO1,,27,24.3,15,55.6,4,Estádio Municipal de Braga,30286,+€16.20m,Artur Jorge,https://www.transfermarkt.co.uk/sc-braga/startseite/verein/1075
336,sporting-lissabon,Sporting Lissabon,PO1,,28,24.5,15,53.6,6,Estádio José Alvalade XXI,50080,+€73.85m,Rúben Amorim,https://www.transfermarkt.co.uk/sporting-lissabon/startseite/verein/336
720,fc-porto,Fc Porto,PO1,,27,26.3,15,55.6,9,Estádio do Dragão,50399,+€38.00m,Sérgio Conceição,https://www.transfermarkt.co.uk/fc-porto/startseite/verein/720
3329,fc-famalicao,Fc Famalicao,PO1,,26,24.5,16,61.5,3,Estádio Municipal de Famalicão,5300,+€2.20m,João Pedro Sousa,https://www.transfermarkt.co.uk/fc-famalicao/startseite/verein/3329
2503,boavista-porto-fc,Boavista Porto Fc,PO1,,30,24.6,17,56.7,7,Estádio do Bessa Sec. XXI,28263,+€12.25m,Petit,https://www.transfermarkt.co.uk/boavista-porto-fc/startseite/verein/2503
2423,cd-santa-clara,Cd Santa Clara,PO1,,32,24.7,20,62.5,1,Estádio de São Miguel,15000,+€5.90m,Mário Silva,https://www.transfermarkt.co.uk/cd-santa-clara/startseite/verein/2423
385,fortuna-sittard,Fortuna Sittard,NL1,,25,25.5,17,68.0,3,Fortuna Sittard Stadion,12500,+€500k,Julio Velázquez,https://www.transfermarkt.co.uk/fortuna-sittard/startseite/verein/385
317,fc-twente-enschede,Fc Twente Enschede,NL1,,27,24.3,10,37.0,4,De Grolsch Veste,30205,€-500k,Ron Jans,https://www.transfermarkt.co.uk/fc-twente-enschede/startseite/verein/317
2995,fc-pacos-de-ferreira,Fc Pacos De Ferreira,PO1,,29,24.4,16,55.2,2,Estádio Capital do Móvel,9200,+€4.25m,José Mota,https://www.transfermarkt.co.uk/fc-pacos-de-ferreira/startseite/verein/2995
6912,fc-vizela,Fc Vizela,PO1,,28,24.4,20,71.4,2,Estádio do Vizela,6565,+€900k,Álvaro Pacheco,https://www.transfermarkt.co.uk/fc-vizela/startseite/verein/6912
